container_id,container_type,origin_port,origin_country,destination_port,destination_country,transit_days,shipment_status,quantity,category_lvl1,total_cargo_value_usd
CONT990751,20FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,936,Electronics,14676.48
CONT116967,20FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,882,Hardware,15249.78
CONT830336,20FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,596,Unknown,84298.24
CONT241546,20FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,349,Unknown,57298.82
CONT536819,20FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,214,Unknown,33749.94
CONT455405,40FT High Cube,Ningbo,China,Savannah,USA,20,In Transit,603,Home & Garden,52153.47
CONT354971,40FT High Cube,Ningbo,China,Savannah,USA,20,In Transit,473,Home & Garden,83158.13
CONT745429,40FT High Cube,Ningbo,China,Savannah,USA,20,In Transit,622,Apparel & Accessories,96279.38
CONT366115,40FT High Cube,Ningbo,China,Savannah,USA,20,In Transit,321,Toys & Games,43402.41
CONT881029,40FT High Cube,Ningbo,China,Savannah,USA,20,In Transit,479,Apparel & Accessories,14480.17
CONT307262,40FT High Cube,Qingdao,China,Long Beach,USA,29,Delivered,460,Unknown,89345.80
CONT737992,40FT High Cube,Qingdao,China,Long Beach,USA,29,Delivered,597,Apparel & Accessories,22775.55
CONT233103,40FT High Cube,Qingdao,China,Long Beach,USA,29,Delivered,665,Apparel & Accessories,36428.70
CONT776703,40FT High Cube,Qingdao,China,Long Beach,USA,29,Delivered,606,Apparel & Accessories,33717.84
CONT153816,40FT High Cube,Qingdao,China,Long Beach,USA,29,Delivered,376,"Food, Beverages & Tobacco",10738.56
CONT220913,45FT High Cube,Guangzhou,China,Charleston,USA,25,Ready for Pickup,376,Unknown,63002.56
CONT916671,45FT High Cube,Guangzhou,China,Charleston,USA,25,Ready for Pickup,268,Apparel & Accessories,7721.08
CONT740830,45FT High Cube,Guangzhou,China,Charleston,USA,25,Ready for Pickup,691,Apparel & Accessories,91799.35
CONT362192,45FT High Cube,Guangzhou,China,Charleston,USA,25,Ready for Pickup,183,Hardware,14608.89
CONT600788,40FT Standard,Qingdao,China,Seattle,USA,27,In Transit,651,Vehicles & Parts,112616.49
CONT744930,40FT Standard,Qingdao,China,Seattle,USA,27,In Transit,603,Unknown,58846.77
CONT422694,40FT Standard,Qingdao,China,Seattle,USA,27,In Transit,436,Apparel & Accessories,2642.16
CONT381392,40FT Standard,Qingdao,China,Seattle,USA,27,In Transit,964,Toys & Games,26432.88
CONT654791,40FT High Cube,Ningbo,China,Charleston,USA,15,Customs Clearance,349,Home & Garden,15589.83
CONT782642,40FT High Cube,Ningbo,China,Charleston,USA,15,Customs Clearance,958,Apparel & Accessories,164383.22
CONT221906,40FT High Cube,Ningbo,China,Charleston,USA,15,Customs Clearance,652,Apparel & Accessories,9010.64
CONT440201,40FT High Cube,Ningbo,China,Charleston,USA,15,Customs Clearance,508,Vehicles & Parts,69524.88
CONT607329,40FT High Cube,Ningbo,China,Charleston,USA,15,Customs Clearance,143,Apparel & Accessories,17082.78
CONT526122,40FT High Cube,Ningbo,China,Charleston,USA,15,Customs Clearance,640,Unknown,38272.0
CONT784970,40FT High Cube,Ningbo,China,Charleston,USA,15,Customs Clearance,72,Home & Garden,6744.96
CONT951683,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,883,Hardware,116282.27
CONT442680,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,68,Unknown,6375.00
CONT530432,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,860,Electronics,124700
CONT882813,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,278,Apparel & Accessories,43815.58
CONT832962,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,286,Electronics,17282.98
CONT233636,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,82,Unknown,1578.50
CONT347102,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,949,Home & Garden,146402.23
CONT951215,20FT Reefer,Shanghai,China,New York,USA,24,Arrived at Port,242,Unknown,36696.88
CONT352108,40FT High Cube,Qingdao,China,Savannah,USA,23,In Transit,913,Apparel & Accessories,101452.56
CONT344671,40FT High Cube,Qingdao,China,Savannah,USA,23,In Transit,78,Home & Garden,11405.94
CONT736082,40FT High Cube,Qingdao,China,Savannah,USA,23,In Transit,486,Unknown,46558.8
CONT710586,40FT High Cube,Qingdao,China,Savannah,USA,23,In Transit,489,Apparel & Accessories,86259.6
CONT147802,40FT High Cube,Qingdao,China,Savannah,USA,23,In Transit,516,Apparel & Accessories,76259.64
CONT537269,40FT High Cube,Qingdao,China,Savannah,USA,23,In Transit,133,Home & Garden,11523.12
CONT258544,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,379,Home & Garden,33787.85
CONT714929,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,720,Unknown,88646.40
CONT512922,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,610,Vehicles & Parts,102461.70
CONT362388,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,159,Unknown,10624.38
CONT325060,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,350,Business & Industrial,32669.00
CONT389643,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,364,"Food, Beverages & Tobacco",61818.12
CONT517254,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,412,Apparel & Accessories,55479.92
CONT800978,40FT High Cube,Dalian,China,Savannah,USA,17,In Transit,245,Electronics,45170.65
CONT134797,40FT High Cube,Xiamen,China,New York,USA,19,Ready for Pickup,734,Luggage & Bags,124831.38
CONT583454,40FT High Cube,Xiamen,China,New York,USA,19,Ready for Pickup,975,Apparel & Accessories,156565.50
CONT687151,40FT High Cube,Xiamen,China,New York,USA,19,Ready for Pickup,753,Unknown,148084.98
CONT999849,40FT High Cube,Xiamen,China,New York,USA,19,Ready for Pickup,212,Apparel & Accessories,8689.88
CONT235365,40FT Standard,Ningbo,China,Seattle,USA,24,Ready for Pickup,312,Apparel & Accessories,40379.04
CONT720171,40FT Standard,Ningbo,China,Seattle,USA,24,Ready for Pickup,807,Hardware,111018.99
CONT529533,40FT Standard,Ningbo,China,Seattle,USA,24,Ready for Pickup,906,Hardware,150894.30
CONT726750,40FT Standard,Ningbo,China,Seattle,USA,24,Ready for Pickup,893,Apparel & Accessories,10492.75
CONT643522,45FT High Cube,Qingdao,China,Oakland,USA,19,In Transit,743,Unknown,40040.27
CONT945952,45FT High Cube,Qingdao,China,Oakland,USA,19,In Transit,354,Hardware,18783.24
CONT704182,45FT High Cube,Qingdao,China,Oakland,USA,19,In Transit,336,Apparel & Accessories,24265.92
CONT232322,45FT High Cube,Qingdao,China,Oakland,USA,19,In Transit,107,Apparel & Accessories,1674.55
CONT963294,45FT High Cube,Qingdao,China,Oakland,USA,19,In Transit,756,Apparel & Accessories,148100.4
CONT377677,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,587,Unknown,106370.27
CONT375228,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,451,Apparel & Accessories,54065.88
CONT808596,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,548,Electronics,100870.36
CONT214398,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,669,Unknown,103306.98
CONT184580,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,100,Unknown,4185.00
CONT614936,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,953,Unknown,108308.45
CONT789445,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,451,Apparel & Accessories,85414.89
CONT627653,40FT Standard,Ningbo,China,Los Angeles,USA,28,Delivered,864,,69422.40
CONT843868,45FT High Cube,Qingdao,China,Charleston,USA,21,In Transit,806,Unknown,113452.56
CONT157776,45FT High Cube,Qingdao,China,Charleston,USA,21,In Transit,124,Unknown,9614.96
CONT648228,45FT High Cube,Qingdao,China,Charleston,USA,21,In Transit,923,Home & Garden,99287.11
CONT181270,45FT High Cube,Qingdao,China,Charleston,USA,21,In Transit,475,Apparel & Accessories,69687.25
CONT332970,40FT High Cube,Guangzhou,China,Los Angeles,USA,16,In Transit,58,Apparel & Accessories,10059.52
CONT355101,40FT High Cube,Guangzhou,China,Los Angeles,USA,16,In Transit,691,Apparel & Accessories,124297.08
CONT974107,40FT High Cube,Guangzhou,China,Los Angeles,USA,16,In Transit,690,Unknown,75803.40
CONT805193,40FT High Cube,Guangzhou,China,Los Angeles,USA,16,In Transit,611,Home & Garden,9366.63
CONT676473,40FT High Cube,Guangzhou,China,Los Angeles,USA,16,In Transit,312,Unknown,25711.92
CONT134364,20FT Reefer,Dalian,China,Savannah,USA,15,In Transit,895,Health & Beauty,36032.70
CONT853072,20FT Reefer,Dalian,China,Savannah,USA,15,In Transit,723,Unknown,72307.23
CONT572950,20FT Reefer,Dalian,China,Savannah,USA,15,In Transit,722,Unknown,102372.38
CONT426506,20FT Standard,Ningbo,China,Savannah,USA,23,Customs Clearance,434,Hardware,32176.76
CONT765805,20FT Standard,Ningbo,China,Savannah,USA,23,Customs Clearance,536,Electronics,26580.24
CONT534395,20FT Standard,Ningbo,China,Savannah,USA,23,Customs Clearance,357,Unknown,62521.41
CONT574981,20FT Standard,Ningbo,China,Savannah,USA,23,Customs Clearance,609,Apparel & Accessories,71965.53
CONT827532,20FT Standard,Ningbo,China,Savannah,USA,23,Customs Clearance,449,Apparel & Accessories,51118.65
CONT370815,20FT Reefer,Shanghai,China,Charleston,USA,19,In Transit,391,Health & Beauty,60143.62
CONT512714,20FT Reefer,Shanghai,China,Charleston,USA,19,In Transit,989,Unknown,82759.52
CONT899324,20FT Reefer,Shanghai,China,Charleston,USA,19,In Transit,880,Hardware,96641.60
CONT885111,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,925,Arts & Entertainment,169284.25
CONT523012,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,918,Unknown,108544.32
CONT873801,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,983,Apparel & Accessories,157171.87
CONT627070,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,960,Furniture,167923.20
CONT414287,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,100,Electronics,5269.00
CONT555192,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,911,Apparel & Accessories,90025.02
CONT829102,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,378,Sporting Goods,11033.82
CONT781632,40FT Standard,Ningbo,China,Los Angeles,USA,18,In Transit,562,Home & Garden,17292.74
CONT815326,20FT Reefer,Shanghai,China,Long Beach,USA,29,Ready for Pickup,129,Hardware,14075.19
CONT346273,20FT Reefer,Shanghai,China,Long Beach,USA,29,Ready for Pickup,319,Vehicles & Parts,53582.43
CONT132068,20FT Reefer,Shanghai,China,Long Beach,USA,29,Ready for Pickup,365,Hardware,50337.15
CONT527281,20FT Reefer,Shanghai,China,Long Beach,USA,29,Ready for Pickup,609,Apparel & Accessories,56643.09
CONT722774,20FT Reefer,Shanghai,China,Long Beach,USA,29,Ready for Pickup,207,Home & Garden,7352.64
CONT878635,20FT Reefer,Shanghai,China,Long Beach,USA,29,Ready for Pickup,676,Apparel & Accessories,126418.76
CONT182886,20FT Reefer,Shanghai,China,Charleston,USA,22,In Transit,771,Unknown,71988.27
CONT429163,20FT Reefer,Shanghai,China,Charleston,USA,22,In Transit,712,Apparel & Accessories,90174.80
CONT903824,20FT Reefer,Shanghai,China,Charleston,USA,22,In Transit,888,Mature,50687.04
CONT259441,40FT Standard,Guangzhou,China,Savannah,USA,22,Arrived at Port,851,Electronics,57536.11
CONT912126,40FT Standard,Guangzhou,China,Savannah,USA,22,Arrived at Port,272,Home & Garden,27417.6
CONT255167,40FT Standard,Guangzhou,China,Savannah,USA,22,Arrived at Port,481,Unknown,41611.31
CONT496779,40FT Standard,Guangzhou,China,Savannah,USA,22,Arrived at Port,418,Apparel & Accessories,9935.86
CONT608459,40FT Standard,Guangzhou,China,Savannah,USA,22,Arrived at Port,787,Electronics,149404.08
CONT101390,40FT Standard,Guangzhou,China,Savannah,USA,22,Arrived at Port,593,Unknown,67275.85
CONT614949,40FT Standard,Guangzhou,China,Savannah,USA,22,Arrived at Port,641,Unknown,60298.87
CONT146376,40FT Standard,Ningbo,China,Seattle,USA,16,In Transit,692,Apparel & Accessories,21514.28
CONT517709,40FT Standard,Ningbo,China,Seattle,USA,16,In Transit,109,Electronics,12079.38
CONT888199,40FT Standard,Ningbo,China,Seattle,USA,16,In Transit,322,Unknown,42784.14
CONT974932,40FT Standard,Ningbo,China,Seattle,USA,16,In Transit,778,Unknown,9865.04
CONT950839,40FT Standard,Ningbo,China,Seattle,USA,16,In Transit,484,Apparel & Accessories,69226.52
CONT415036,40FT Standard,Ningbo,China,Seattle,USA,16,In Transit,893,Vehicles & Parts,116143.58
CONT521115,40FT Standard,Shenzhen,China,Oakland,USA,18,Arrived at Port,268,Apparel & Accessories,34518.4
CONT584886,40FT Standard,Shenzhen,China,Oakland,USA,18,Arrived at Port,754,Unknown,146147.82
CONT498819,40FT Standard,Shenzhen,China,Oakland,USA,18,Arrived at Port,644,Apparel & Accessories,106665.72
CONT619570,40FT Standard,Shenzhen,China,Oakland,USA,18,Arrived at Port,601,Sporting Goods,75293.28
CONT235413,40FT Standard,Shenzhen,China,Oakland,USA,18,Arrived at Port,551,Electronics,108315.58
CONT110935,40FT Standard,Shenzhen,China,Oakland,USA,18,Arrived at Port,167,Apparel & Accessories,17693.65
CONT416001,40FT Standard,Shenzhen,China,Oakland,USA,18,Arrived at Port,302,Hardware,31927.44
CONT644839,40FT High Cube,Shanghai,China,Savannah,USA,27,Ready for Pickup,892,Home & Garden,83268.20
CONT566842,40FT High Cube,Shanghai,China,Savannah,USA,27,Ready for Pickup,900,Apparel & Accessories,88830.0
CONT717774,40FT High Cube,Shanghai,China,Savannah,USA,27,Ready for Pickup,457,Apparel & Accessories,63527.57
CONT193683,40FT High Cube,Shanghai,China,Savannah,USA,27,Ready for Pickup,425,Cameras & Optics,26566.75
CONT257745,40FT High Cube,Shanghai,China,Savannah,USA,27,Ready for Pickup,668,Unknown,124936.04
CONT398941,40FT High Cube,Shanghai,China,Savannah,USA,27,Ready for Pickup,650,Unknown,128843.00
CONT444238,40FT Standard,Dalian,China,Oakland,USA,24,Ready for Pickup,675,Home & Garden,61560.0
CONT477511,40FT Standard,Dalian,China,Oakland,USA,24,Ready for Pickup,79,Electronics,9498.96
CONT149798,40FT Standard,Dalian,China,Oakland,USA,24,Ready for Pickup,224,Unknown,37103.36
CONT737563,40FT Standard,Dalian,China,Oakland,USA,24,Ready for Pickup,379,Apparel & Accessories,68204.84
CONT188494,40FT Standard,Dalian,China,Oakland,USA,24,Ready for Pickup,456,Hardware,52394.4
CONT510826,45FT High Cube,Qingdao,China,Los Angeles,USA,17,In Transit,195,Home & Garden,16894.80
CONT248612,45FT High Cube,Qingdao,China,Los Angeles,USA,17,In Transit,178,Apparel & Accessories,6253.14
CONT420095,45FT High Cube,Qingdao,China,Los Angeles,USA,17,In Transit,450,Apparel & Accessories,62167.50
CONT790328,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,898,Unknown,104931.30
CONT612055,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,173,Electronics,8056.61
CONT764147,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,153,Business & Industrial,25593.84
CONT161053,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,68,Luggage & Bags,3006.96
CONT427018,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,97,Unknown,11501.29
CONT661205,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,531,Apparel & Accessories,80016.39
CONT217722,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,908,Hardware,110440.04
CONT309359,40FT High Cube,Ningbo,China,Savannah,USA,19,Arrived at Port,648,Unknown,78621.84
CONT380158,40FT High Cube,Shenzhen,China,Seattle,USA,23,In Transit,615,Apparel & Accessories,36893.85
CONT816529,40FT High Cube,Shenzhen,China,Seattle,USA,23,In Transit,730,Unknown,38106.0
CONT345227,40FT High Cube,Shenzhen,China,Seattle,USA,23,In Transit,587,Electronics,63284.47
CONT782456,40FT High Cube,Shenzhen,China,Seattle,USA,23,In Transit,965,Vehicles & Parts,53181.15
CONT985426,40FT High Cube,Shenzhen,China,Seattle,USA,23,In Transit,218,Apparel & Accessories,4785.10
CONT938638,40FT High Cube,Shenzhen,China,Seattle,USA,23,In Transit,625,Apparel & Accessories,45100.00
CONT637111,40FT High Cube,Shenzhen,China,Seattle,USA,23,In Transit,639,Home & Garden,28927.53
CONT392437,20FT Standard,Shenzhen,China,Oakland,USA,20,In Transit,675,Arts & Entertainment,108749.25
CONT203973,20FT Standard,Shenzhen,China,Oakland,USA,20,In Transit,573,Unknown,104515.2
CONT591503,20FT Standard,Shenzhen,China,Oakland,USA,20,In Transit,289,Apparel & Accessories,3944.85
CONT427983,40FT Standard,Qingdao,China,Savannah,USA,27,Customs Clearance,867,Home & Garden,167192.28
CONT460878,40FT Standard,Qingdao,China,Savannah,USA,27,Customs Clearance,980,Apparel & Accessories,6095.60
CONT363902,40FT Standard,Qingdao,China,Savannah,USA,27,Customs Clearance,859,Furniture,85418.96
CONT599935,40FT Standard,Qingdao,China,Savannah,USA,27,Customs Clearance,130,Arts & Entertainment,21863.40
CONT217207,40FT Standard,Qingdao,China,Savannah,USA,27,Customs Clearance,403,Unknown,35254.44
CONT776399,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,645,Hardware,121898.55
CONT491775,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,445,Unknown,11307.45
CONT390790,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,950,Unknown,61617.00
CONT826242,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,817,Apparel & Accessories,12018.07
CONT657719,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,750,Toys & Games,29700.0
CONT517953,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,58,Apparel & Accessories,11036.82
CONT331976,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,140,Hardware,20034.0
CONT828598,45FT High Cube,Guangzhou,China,Oakland,USA,25,Delivered,377,Unknown,53168.31
CONT114029,40FT Standard,Ningbo,China,Los Angeles,USA,21,In Transit,710,Apparel & Accessories,51659.60
CONT889662,40FT Standard,Ningbo,China,Los Angeles,USA,21,In Transit,553,Vehicles & Parts,97532.61
CONT725109,40FT Standard,Ningbo,China,Los Angeles,USA,21,In Transit,533,Hardware,96766.15
CONT972278,40FT Standard,Ningbo,China,Los Angeles,USA,21,In Transit,633,Sporting Goods,116915.1
CONT805766,40FT Standard,Ningbo,China,Los Angeles,USA,21,In Transit,238,Unknown,20401.36
CONT435045,20FT Reefer,Dalian,China,Seattle,USA,17,Ready for Pickup,177,Sporting Goods,13586.52
CONT235333,20FT Reefer,Dalian,China,Seattle,USA,17,Ready for Pickup,499,Apparel & Accessories,6511.95
CONT948779,20FT Reefer,Dalian,China,Seattle,USA,17,Ready for Pickup,118,Hardware,23583.48
CONT994536,20FT Reefer,Dalian,China,Seattle,USA,17,Ready for Pickup,813,Apparel & Accessories,129998.7
CONT774125,20FT Reefer,Dalian,China,Seattle,USA,17,Ready for Pickup,56,Hardware,9942.80
CONT964988,20FT Reefer,Dalian,China,Seattle,USA,17,Ready for Pickup,287,Unknown,29503.6
CONT704219,20FT Reefer,Dalian,China,Seattle,USA,17,Ready for Pickup,966,Unknown,130216.8
CONT828934,40FT High Cube,Xiamen,China,Oakland,USA,21,In Transit,836,Apparel & Accessories,83482.96
CONT183142,40FT High Cube,Xiamen,China,Oakland,USA,21,In Transit,579,Unknown,20456.07
CONT307690,40FT High Cube,Xiamen,China,Oakland,USA,21,In Transit,204,Apparel & Accessories,35349.12
CONT420771,40FT High Cube,Xiamen,China,Oakland,USA,21,In Transit,923,Unknown,25622.48
CONT981489,40FT High Cube,Xiamen,China,Oakland,USA,21,In Transit,264,Apparel & Accessories,42435.36
CONT204053,40FT High Cube,Xiamen,China,Oakland,USA,21,In Transit,873,Electronics,173840.49
CONT607956,20FT Reefer,Shenzhen,China,Charleston,USA,17,In Transit,750,Toys & Games,138007.50
CONT369337,20FT Reefer,Shenzhen,China,Charleston,USA,17,In Transit,541,Vehicles & Parts,8353.04
CONT339675,20FT Reefer,Shenzhen,China,Charleston,USA,17,In Transit,62,Unknown,4592.96
CONT789182,20FT Reefer,Shenzhen,China,Charleston,USA,17,In Transit,501,Unknown,68942.61
CONT209480,20FT Reefer,Shenzhen,China,Charleston,USA,17,In Transit,838,Electronics,82299.98
CONT967551,20FT Reefer,Shenzhen,China,Charleston,USA,17,In Transit,530,Home & Garden,42903.50
CONT280936,40FT High Cube,Dalian,China,Los Angeles,USA,16,Delivered,560,Apparel & Accessories,81368.0
CONT804870,40FT High Cube,Dalian,China,Los Angeles,USA,16,Delivered,848,Apparel & Accessories,136638.24
CONT413234,40FT High Cube,Dalian,China,Los Angeles,USA,16,Delivered,489,Home & Garden,94054.26
CONT630424,40FT High Cube,Dalian,China,Los Angeles,USA,16,Delivered,654,Electronics,108838.68
CONT989362,40FT High Cube,Dalian,China,Los Angeles,USA,16,Delivered,646,Health & Beauty,99367.72
CONT243006,40FT High Cube,Dalian,China,Los Angeles,USA,16,Delivered,995,Unknown,170652.45
CONT890312,45FT High Cube,Xiamen,China,Savannah,USA,26,Delivered,750,Unknown,117892.50
CONT336234,45FT High Cube,Xiamen,China,Savannah,USA,26,Delivered,888,Electronics,170584.8
CONT512621,45FT High Cube,Xiamen,China,Savannah,USA,26,Delivered,463,Vehicles & Parts,21867.49
CONT197835,20FT Reefer,Xiamen,China,New York,USA,22,In Transit,634,Unknown,34996.8
CONT242657,20FT Reefer,Xiamen,China,New York,USA,22,In Transit,561,Unknown,39623.43
CONT958041,20FT Reefer,Xiamen,China,New York,USA,22,In Transit,472,Apparel & Accessories,70554.56
CONT137766,20FT Reefer,Xiamen,China,New York,USA,22,In Transit,539,Health & Beauty,15113.56
CONT357794,20FT Reefer,Xiamen,China,New York,USA,22,In Transit,269,Apparel & Accessories,6294.6
CONT481889,20FT Reefer,Xiamen,China,New York,USA,22,In Transit,578,Unknown,82180.04
CONT622898,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,772,Unknown,121752.12
CONT150654,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,930,Home & Garden,173482.20
CONT844982,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,973,Unknown,105755.37
CONT944441,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,355,Unknown,19709.60
CONT318025,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,139,Home & Garden,24387.55
CONT678742,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,943,Apparel & Accessories,168957.31
CONT144615,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,605,Unknown,104332.25
CONT504836,20FT Reefer,Ningbo,China,Los Angeles,USA,16,Customs Clearance,971,Unknown,175440.28
CONT270380,20FT Standard,Tianjin,China,Los Angeles,USA,27,Arrived at Port,922,Unknown,142209.28
CONT420517,20FT Standard,Tianjin,China,Los Angeles,USA,27,Arrived at Port,148,Unknown,14616.48
CONT676352,20FT Standard,Tianjin,China,Los Angeles,USA,27,Arrived at Port,403,Unknown,14177.54
CONT802124,20FT Standard,Tianjin,China,Los Angeles,USA,27,Arrived at Port,439,Arts & Entertainment,49563.1
CONT723694,20FT Standard,Tianjin,China,Los Angeles,USA,27,Arrived at Port,74,Unknown,5519.66
CONT113334,20FT Standard,Tianjin,China,Los Angeles,USA,27,Arrived at Port,195,Unknown,20350.20
CONT180355,20FT Reefer,Shanghai,China,Long Beach,USA,21,Delivered,529,Vehicles & Parts,89850.65
CONT422995,20FT Reefer,Shanghai,China,Long Beach,USA,21,Delivered,784,Unknown,50238.72
CONT321797,20FT Reefer,Shanghai,China,Long Beach,USA,21,Delivered,411,Apparel & Accessories,11253.18
CONT313745,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,60,Apparel & Accessories,2289.00
CONT737589,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,746,Home & Garden,116711.70
CONT701368,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,483,Unknown,50845.41
CONT679066,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,891,Hardware,83157.03
CONT197282,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,866,Unknown,52566.2
CONT683586,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,913,Apparel & Accessories,40637.63
CONT852953,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,65,Apparel & Accessories,1168.05
CONT273180,20FT Standard,Tianjin,China,Long Beach,USA,21,In Transit,972,Unknown,183134.52
CONT657984,20FT Standard,Tianjin,China,Charleston,USA,25,Delivered,998,Apparel & Accessories,197384.44
CONT228774,20FT Standard,Tianjin,China,Charleston,USA,25,Delivered,703,Mature,90201.93
CONT840615,20FT Standard,Tianjin,China,Charleston,USA,25,Delivered,112,Home & Garden,12242.72
CONT502824,20FT Standard,Tianjin,China,Charleston,USA,25,Delivered,954,Apparel & Accessories,81767.34
CONT544421,20FT Standard,Tianjin,China,Charleston,USA,25,Delivered,864,Unknown,105511.68
CONT358942,20FT Standard,Tianjin,China,Charleston,USA,25,Delivered,317,Home & Garden,61114.43
CONT747180,20FT Standard,Tianjin,China,Charleston,USA,25,Delivered,246,Luggage & Bags,7547.28
CONT804961,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,62,Unknown,4399.52
CONT634838,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,677,Apparel & Accessories,47315.53
CONT261525,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,212,Unknown,7042.64
CONT208065,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,736,Apparel & Accessories,127835.84
CONT630211,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,615,Home & Garden,30165.75
CONT710083,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,894,Electronics,56286.24
CONT824241,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,171,Unknown,24576.12
CONT719561,40FT Standard,Ningbo,China,Oakland,USA,20,In Transit,953,Health & Beauty,189923.37
CONT734015,45FT High Cube,Dalian,China,Oakland,USA,15,In Transit,919,Unknown,146902.15
CONT469550,45FT High Cube,Dalian,China,Oakland,USA,15,In Transit,695,Apparel & Accessories,107864.0
CONT635904,45FT High Cube,Dalian,China,Oakland,USA,15,In Transit,62,Health & Beauty,4777.72
CONT298955,45FT High Cube,Dalian,China,Oakland,USA,15,In Transit,513,Unknown,26265.6
CONT148745,45FT High Cube,Dalian,China,Oakland,USA,15,In Transit,855,Unknown,34849.80
CONT734979,45FT High Cube,Dalian,China,Oakland,USA,15,In Transit,696,Unknown,122892.72
CONT676396,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,371,Unknown,9397.43
CONT195791,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,550,Unknown,70884.00
CONT166855,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,755,Unknown,10788.95
CONT492326,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,337,Apparel & Accessories,27991.22
CONT242364,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,924,Apparel & Accessories,102822.72
